TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.380334558131946, 48.88014301552132]], ""type"": ""MultiPoint""}";48.88014301552132,2.380334558131946
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.380790072781452, 48.876855458646126]], ""type"": ""MultiPoint""}";48.876855458646126,2.380790072781452
TOILETTES;;COULEE VERTE RENE DUMONT - PROMENADE DU VIADUC DES ARTS;75012;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/square-philippe-farine-ex-square-du-mail-gatbois-2601;"{""coordinates"": [[2.381996878028027, 48.84435659883764]], ""type"": ""MultiPoint""}";48.84435659883764,2.381996878028027
TOILETTES;;SQUARE PAUL LANGEVIN;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-paul-langevin-2446;"{""coordinates"": [[2.349373393516292, 48.84815530354401]], ""type"": ""MultiPoint""}";48.84815530354401,2.349373393516292
SANISETTE;;opposé au 52 bis BOULEVARD RICHARD LENOIR;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.37200200665522, 48.85930978120497]], ""type"": ""MultiPoint""}";48.85930978120497,2.37200200665522
SANISETTE;;124  AVENUE DU GENERAL MICHEL BIZOT;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.404662780036119, 48.840456320638104]], ""type"": ""MultiPoint""}";48.840456320638104,2.404662780036119
SANISETTE;;32  BOULEVARD DIDEROT;75012;24 h / 24;Oui;;;"{""coordinates"": [[2.376547762162363, 48.846112571054796]], ""type"": ""MultiPoint""}";48.846112571054796,2.376547762162363
SANISETTE;;90  RUE DE TOLBIAC;75013;6 h - 1 h;Oui;;;"{""coordinates"": [[2.364581365240385, 48.82683406786535]], ""type"": ""MultiPoint""}";48.82683406786535,2.364581365240385
SANISETTE;;face au 159 AVENUE DE CHOISY;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.358453201102806, 48.828198365793185]], ""type"": ""MultiPoint""}";48.828198365793185,2.358453201102806
SANISETTE;;opposé au 17 BOULEVARD AUGUSTE BLANQUI;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3533725291965792, 48.83062624643756]], ""type"": ""MultiPoint""}";48.83062624643756,2.3533725291965792
SANISETTE;;face au 14 AVENUE RENE COTY;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.333834169548373, 48.83036895346168]], ""type"": ""MultiPoint""}";48.83036895346168,2.333834169548373
SANISETTE;;23  RUE DU DEPART;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.323164983219899, 48.84217571141368]], ""type"": ""MultiPoint""}";48.84217571141368,2.323164983219899
SANISETTE;;26  PLACE ETIENNE PERNET;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.292137239974755, 48.84258937721881]], ""type"": ""MultiPoint""}";48.84258937721881,2.292137239974755
SANISETTE;;2  PLACE DE BARCELONE;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.273632592942298, 48.84768231148525]], ""type"": ""MultiPoint""}";48.84768231148525,2.273632592942298
SANISETTE;;135  AVENUE DE CLICHY;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.319670103069588, 48.89080735250064]], ""type"": ""MultiPoint""}";48.89080735250064,2.319670103069588
SANISETTE;;74  AVENUE DE SAINT OUEN;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3271840142740983, 48.89193708249992]], ""type"": ""MultiPoint""}";48.89193708249992,2.3271840142740983
SANISETTE;;RUE DE L'EVANGILE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.361214699113301, 48.89149999854925]], ""type"": ""MultiPoint""}";48.89149999854925,2.361214699113301
SANISETTE;;RUE HENRI HUCHARD;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.334164088675307, 48.898997853477596]], ""type"": ""MultiPoint""}";48.898997853477596,2.334164088675307
SANISETTE;;92  RUE CURIAL;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.375661473541838, 48.895834539709824]], ""type"": ""MultiPoint""}";48.895834539709824,2.375661473541838
SANISETTE;;RUE DE CRIMEE;75019;6 h - 1 h;Oui;;;"{""coordinates"": [[2.379033965091644, 48.88883561898796]], ""type"": ""MultiPoint""}";48.88883561898796,2.379033965091644
SANISETTE;;44  RUE BERGER;;6 h - 1 h;Oui;;;"{""coordinates"": [[2.342203221829112, 48.86234030275965]], ""type"": ""MultiPoint""}";48.86234030275965,2.342203221829112
SANISETTE;;face au 34 RUE DU GRENIER SAINT LAZARE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.352717714733575, 48.8630936107319]], ""type"": ""MultiPoint""}";48.8630936107319,2.352717714733575
SANISETTE;;123  RUE SAINT JACQUES;;6 h - 1 h;Oui;;;"{""coordinates"": [[2.343987824033075, 48.84781204558067]], ""type"": ""MultiPoint""}";48.84781204558067,2.343987824033075
SANISETTE;;face au 139 BOULEVARD SAINT MICHEL;;24 h / 24;Oui;;;"{""coordinates"": [[2.337484628388991, 48.84175443253953]], ""type"": ""MultiPoint""}";48.84175443253953,2.337484628388991
SANISETTE;;186  BOULEVARD SAINT GERMAIN;;24 h / 24;Oui;;;"{""coordinates"": [[2.330995211131629, 48.854428127216]], ""type"": ""MultiPoint""}";48.854428127216,2.330995211131629
SANISETTE;;41  PLACE DE FINLANDE;;24 h / 24;Oui;;;"{""coordinates"": [[2.310808622720738, 48.86247699359682]], ""type"": ""MultiPoint""}";48.86247699359682,2.310808622720738
TOILETTES;;JARDIN CATHERINE LABOURE;75007;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-catherine-laboure-2465;"{""coordinates"": [[2.320485393255728, 48.85140130471326]], ""type"": ""MultiPoint""}";48.85140130471326,2.320485393255728
TOILETTES;;SQUARE FROT-PHALSBOURG;75011;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-frot-phalsbourg-2845;"{""coordinates"": [[2.385394116472173, 48.85582536021133]], ""type"": ""MultiPoint""}";48.85582536021133,2.385394116472173
TOILETTES;;SQUARE ALAIN BASHUNG;75018;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-alain-bashung-15429;"{""coordinates"": [[2.356093168659291, 48.88506257518371]], ""type"": ""MultiPoint""}";48.88506257518371,2.356093168659291
TOILETTES;;BOIS DE BOULOGNE - PARC DE BAGATELLE - GRILLE DE SEVRES;75016;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-de-bagatelle-1808;"{""coordinates"": [[2.246175578808388, 48.87056564529141]], ""type"": ""MultiPoint""}";48.87056564529141,2.246175578808388
TOILETTES;;SQUARE LEOPOLD ACHILLE;75003;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-leopold-achille-2431;"{""coordinates"": [[2.363290758247611, 48.85822475886469]], ""type"": ""MultiPoint""}";48.85822475886469,2.363290758247611
TOILETTES;;JARDIN NATUREL-PIERRE EMMANUEL;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-lesseps-17432;"{""coordinates"": [[2.399128749545261, 48.85873792339389]], ""type"": ""MultiPoint""}";48.85873792339389,2.399128749545261
TOILETTES;;SQUARE DU SERMENT DE KOUFRA;75014;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-du-serment-de-koufra-1773;"{""coordinates"": [[2.323600153804334, 48.822256265999734]], ""type"": ""MultiPoint""}";48.822256265999734,2.323600153804334
TOILETTES;;JARDINS DE LA PORTE DE SAINT CLOUD;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardins-de-la-porte-de-saint-cloud-et-square-roger-coquoin-2623;"{""coordinates"": [[2.254693572298353, 48.835869491249895]], ""type"": ""MultiPoint""}";48.835869491249895,2.254693572298353
TOILETTES;;SQUARE CARPEAUX;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-carpeaux-2646;"{""coordinates"": [[2.331619279991791, 48.891476402292284]], ""type"": ""MultiPoint""}";48.891476402292284,2.331619279991791
TOILETTES;;SQUARE DE LA TOUR SAINT-JACQUES;75004;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-de-la-tour-saint-jacques-33;"{""coordinates"": [[2.349321271888649, 48.85778654782919]], ""type"": ""MultiPoint""}";48.85778654782919,2.349321271888649
SANISETTE;;116  QUAI DE JEMMAPES;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.363649699340373, 48.87492457138504]], ""type"": ""MultiPoint""}";48.87492457138504,2.363649699340373
SANISETTE;;27  RUE DE LA ROQUETTE;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.372855378710675, 48.854888192016624]], ""type"": ""MultiPoint""}";48.854888192016624,2.372855378710675
SANISETTE;;4  BOULEVARD DIDEROT;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.369251752524021, 48.84528888185513]], ""type"": ""MultiPoint""}";48.84528888185513,2.369251752524021
SANISETTE;;18  RUE ERARD;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.384916436097444, 48.845592298253614]], ""type"": ""MultiPoint""}";48.845592298253614,2.384916436097444
SANISETTE;;88  RUE DE LYON;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.370285957563933, 48.850846776539186]], ""type"": ""MultiPoint""}";48.850846776539186,2.370285957563933
SANISETTE;;RUE CLISSON;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.3653014793666163, 48.829376228032494]], ""type"": ""MultiPoint""}";48.829376228032494,2.3653014793666163
SANISETTE;;38  RUE DU CHEVALERET;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.376734201906194, 48.82822850829953]], ""type"": ""MultiPoint""}";48.82822850829953,2.376734201906194
SANISETTE;;95  BOULEVARD DE PORT ROYAL;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3418057664472203, 48.838270229702346]], ""type"": ""MultiPoint""}";48.838270229702346,2.3418057664472203
SANISETTE;;63  AVENUE DU GENERAL LECLERC;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.327979589558433, 48.82896483276907]], ""type"": ""MultiPoint""}";48.82896483276907,2.327979589558433
SANISETTE;;face au 231 RUE RAYMOND LOSSERAND;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.305654042759093, 48.82794450370339]], ""type"": ""MultiPoint""}";48.82794450370339,2.305654042759093
SANISETTE;;189  RUE D ALESIA;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.316109393517265, 48.83125608516332]], ""type"": ""MultiPoint""}";48.83125608516332,2.316109393517265
SANISETTE;;face au 12 PLACE DES ETATS UNIS;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.293740160699615, 48.86830253319043]], ""type"": ""MultiPoint""}";48.86830253319043,2.293740160699615
SANISETTE;;BOULEVARD MURAT;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.256178234666151, 48.84223492178067]], ""type"": ""MultiPoint""}";48.84223492178067,2.256178234666151
SANISETTE;;opposé au 22 BOULEVARD DES BATIGNOLLES;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.325230210633042, 48.88309755113287]], ""type"": ""MultiPoint""}";48.88309755113287,2.325230210633042
SANISETTE;;face au 17 RUE POLONCEAU;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.353401466086345, 48.88563235320071]], ""type"": ""MultiPoint""}";48.88563235320071,2.353401466086345
SANISETTE;;96  BOULEVARD BARBES;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3497411441355602, 48.89143639044488]], ""type"": ""MultiPoint""}";48.89143639044488,2.3497411441355602
SANISETTE;;PLACE SUZANNE VALADON;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.342736029209813, 48.8844550476974]], ""type"": ""MultiPoint""}";48.8844550476974,2.342736029209813
SANISETTE;;1  RUE BELGRAND;75020;24 h / 24;Oui;;;"{""coordinates"": [[2.399823703089333, 48.864920416418464]], ""type"": ""MultiPoint""}";48.864920416418464,2.399823703089333
SANISETTE;;41  BOULEVARD BOURDON;;24 h / 24;Oui;;;"{""coordinates"": [[2.368356693963534, 48.8526426890932]], ""type"": ""MultiPoint""}";48.8526426890932,2.368356693963534
SANISETTE;;RUE SAINT JACQUES;;6 h - 1 h;Oui;;;"{""coordinates"": [[2.343987824033075, 48.84781204558067]], ""type"": ""MultiPoint""}";48.84781204558067,2.343987824033075
SANISETTE;;26  RUE BUFFON;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.356224683117664, 48.841308049754275]], ""type"": ""MultiPoint""}";48.841308049754275,2.356224683117664
SANISETTE;;9  AVENUE DES GOBELINS;;6 h - 1 h;Oui;;;"{""coordinates"": [[2.351186507903939, 48.83795209152188]], ""type"": ""MultiPoint""}";48.83795209152188,2.351186507903939
SANISETTE;;135 bis BOULEVARD DU MONTPARNASSE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.332328604387268, 48.841202569450836]], ""type"": ""MultiPoint""}";48.841202569450836,2.332328604387268
SANISETTE;;75  BOULEVARD SAINT GERMAIN;;24 h / 24;Oui;;;"{""coordinates"": [[2.342803068261682, 48.851388278836424]], ""type"": ""MultiPoint""}";48.851388278836424,2.342803068261682
SANISETTE;;JARDIN DU CHAMPS DE MARS;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.300536612101094, 48.8548917342077]], ""type"": ""MultiPoint""}";48.8548917342077,2.300536612101094
SANISETTE;;12  PLACE GEORGES GUILLAUMIN;;24 h / 24;Oui;;;"{""coordinates"": [[2.303210664567426, 48.87477424791767]], ""type"": ""MultiPoint""}";48.87477424791767,2.303210664567426
SANISETTE;;RUE VIGNON;;24 h / 24;Oui;;;"{""coordinates"": [[2.326530446470896, 48.87252784014988]], ""type"": ""MultiPoint""}";48.87252784014988,2.326530446470896
SANISETTE;;5  BOULEVARD DE CLICHY;;24 h / 24;Oui;;;"{""coordinates"": [[2.339163301036448, 48.882089018714574]], ""type"": ""MultiPoint""}";48.882089018714574,2.339163301036448
TOILETTES;;JARDIN CYPRIAN KAMIL NORWID;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-cyprian-norwid-2859;"{""coordinates"": [[2.377540667126578, 48.82811812852847]], ""type"": ""MultiPoint""}";48.82811812852847,2.377540667126578
TOILETTES;;SQUARE HELENE BOUCHER;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-helene-boucher-2513;"{""coordinates"": [[2.360310535077049, 48.81872280946736]], ""type"": ""MultiPoint""}";48.81872280946736,2.360310535077049
TOILETTES;;JARDIN BERTHE MORISOT;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-berthe-morisot-2561;"{""coordinates"": [[2.37483450104622, 48.82620278372308]], ""type"": ""MultiPoint""}";48.82620278372308,2.37483450104622
TOILETTES;;SQUARE DE LA RUE DE CHATILLON;75014;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-lionel-assouad-2735;"{""coordinates"": [[2.322543511934719, 48.82795466104957]], ""type"": ""MultiPoint""}";48.82795466104957,2.322543511934719
TOILETTES;;SQUARE EMMANUEL FLEURY;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-emmanuel-fleury-2720;"{""coordinates"": [[2.411086913613466, 48.869910698557405]], ""type"": ""MultiPoint""}";48.869910698557405,2.411086913613466
TOILETTES;;PARC ANDRE CITROEN;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-andre-citroen-1791;"{""coordinates"": [[2.279059099562375, 48.8403808019196]], ""type"": ""MultiPoint""}";48.8403808019196,2.279059099562375
TOILETTES;;SQUARE DES DEUX NETHES;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-des-deux-nethes-2765;"{""coordinates"": [[2.327515102674248, 48.88565854413966]], ""type"": ""MultiPoint""}";48.88565854413966,2.327515102674248
TOILETTES;;SQUARE SEVERINE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-severine-1776;"{""coordinates"": [[2.4097626284528992, 48.86626191584978]], ""type"": ""MultiPoint""}";48.86626191584978,2.4097626284528992
URINOIR;;RUE BOSSUET;75010;;Non;Non;;"{""coordinates"": [[2.352345427862447, 48.878782534922934]], ""type"": ""MultiPoint""}";48.878782534922934,2.352345427862447
SANISETTE;;face au 1 BOULEVARD DE LA VILLETTE;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.376627952756624, 48.8722796194314]], ""type"": ""MultiPoint""}";48.8722796194314,2.376627952756624
SANISETTE;;RUE DU FAUBOURG DU TEMPLE;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.365320295334627, 48.868029196720336]], ""type"": ""MultiPoint""}";48.868029196720336,2.365320295334627
SANISETTE;;54  BOULEVARD DE PICPUS;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4018852062099443, 48.84368377089712]], ""type"": ""MultiPoint""}";48.84368377089712,2.4018852062099443
SANISETTE;;opposé au 3 RUE DE L ABBE SOULANGE BODIN;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.317797978892912, 48.83548610047364]], ""type"": ""MultiPoint""}";48.83548610047364,2.317797978892912
SANISETTE;;131  AVENUE DU MAINE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.324142757336265, 48.83487923125603]], ""type"": ""MultiPoint""}";48.83487923125603,2.324142757336265
SANISETTE;;147  RUE VERCINGETORIX;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.311419179565337, 48.83257405441342]], ""type"": ""MultiPoint""}";48.83257405441342,2.311419179565337
SANISETTE;;22  RUE GROS;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.275488761174221, 48.85129267928767]], ""type"": ""MultiPoint""}";48.85129267928767,2.275488761174221
SANISETTE;;face au 1 AVENUE STEPHANE MALLARME;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.294364145838022, 48.88754004512377]], ""type"": ""MultiPoint""}";48.88754004512377,2.294364145838022
SANISETTE;;69  AVENUE DE FLANDRE;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.373924071910594, 48.888695362745985]], ""type"": ""MultiPoint""}";48.888695362745985,2.373924071910594
SANISETTE;;face au 12 RUE BELGRAND;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.400778060955302, 48.864879404082494]], ""type"": ""MultiPoint""}";48.864879404082494,2.400778060955302
SANISETTE;;QUAI DE L HOTEL DE VILLE;;24 h / 24;Oui;;;"{""coordinates"": [[2.356023599656361, 48.854150671810245]], ""type"": ""MultiPoint""}";48.854150671810245,2.356023599656361
SANISETTE;;face au 12 RUE DE BABYLONE;;24 h / 24;Oui;;;"{""coordinates"": [[2.325180137951544, 48.851626831079074]], ""type"": ""MultiPoint""}";48.851626831079074,2.325180137951544
SANISETTE;;44  BOULEVARD MALESHERBES;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.320451685354317, 48.87435840225736]], ""type"": ""MultiPoint""}";48.87435840225736,2.320451685354317
SANISETTE;;face au 4 AVENUE DE MESSINE;;24 h / 24;Oui;;;"{""coordinates"": [[2.315115171552737, 48.87541798841174]], ""type"": ""MultiPoint""}";48.87541798841174,2.315115171552737
SANISETTE;;BOULEVARD DE ROCHECHOUART;;24 h / 24;Oui;;;"{""coordinates"": [[2.343497799728155, 48.882709085896316]], ""type"": ""MultiPoint""}";48.882709085896316,2.343497799728155
SANISETTE;;8  PLACE JACQUES BONSERGENT;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.36098426518001, 48.8710936939782]], ""type"": ""MultiPoint""}";48.8710936939782,2.36098426518001
SANISETTE;;25  BOULEVARD DE LA VILLETTE;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.375281769902509, 48.87348074198408]], ""type"": ""MultiPoint""}";48.87348074198408,2.375281769902509
TOILETTES;;JARDIN D'EOLE - ESPLANADE;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075;"{""coordinates"": [[2.365850908359651, 48.8860364099231]], ""type"": ""MultiPoint""}";48.8860364099231,2.365850908359651
TOILETTES;;SQUARE HELOISE ET ABELARD;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-heloise-et-abelard-2498;"{""coordinates"": [[2.3698547770852603, 48.831220695011346]], ""type"": ""MultiPoint""}";48.831220695011346,2.3698547770852603
TOILETTES;;SQUARE SERGENT AURELIE SALEL;75020;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-du-sergent-aurelie-salel-ex-sorbier-2717;"{""coordinates"": [[2.391297908966135, 48.867159406218995]], ""type"": ""MultiPoint""}";48.867159406218995,2.391297908966135
TOILETTES;;SQUARE NICOLE DE HAUTECLOCQUE;75015;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-nicole-de-hauteclocque-2558;"{""coordinates"": [[2.293571433539884, 48.85258139102268]], ""type"": ""MultiPoint""}";48.85258139102268,2.293571433539884
TOILETTES;;SQUARE DE LA RUE RENE BINET;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-rene-binet-2685;"{""coordinates"": [[2.338233278110479, 48.899535275674594]], ""type"": ""MultiPoint""}";48.899535275674594,2.338233278110479
TOILETTES;;JARDIN MARIA VERONE;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-maria-verone-2763;"{""coordinates"": [[2.3358751815764123, 48.897104575300425]], ""type"": ""MultiPoint""}";48.897104575300425,2.3358751815764123
TOILETTES;;PARC DE BELLEVILLE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-des-couronnes-2748;"{""coordinates"": [[2.384968927744539, 48.87154116321315]], ""type"": ""MultiPoint""}";48.87154116321315,2.384968927744539
WC PUBLICS PERMANENTS;;Sous le pont Louis Philippe;75004;;Non;;;"{""coordinates"": [[2.354644393586068, 48.85420227463654]], ""type"": ""MultiPoint""}";48.85420227463654,2.354644393586068
SANISETTE;;2  AVENUE DE BOUVINES;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.396302106543346, 48.84957781951283]], ""type"": ""MultiPoint""}";48.84957781951283,2.396302106543346
SANISETTE;;135  AVENUE PARMENTIER;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.371160533263756, 48.869684239435124]], ""type"": ""MultiPoint""}";48.869684239435124,2.371160533263756
SANISETTE;;7  RUE JOSEPH CHAILLEY;75012;6 h - 1 h;Oui;;;"{""coordinates"": [[2.40401437963367, 48.83322595005884]], ""type"": ""MultiPoint""}";48.83322595005884,2.40401437963367
SANISETTE;;90  COURS DE VINCENNES;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.407478775285201, 48.8471076974426]], ""type"": ""MultiPoint""}";48.8471076974426,2.407478775285201
SANISETTE;;AVENUE CLAUDE REGAUD;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.372763643662198, 48.822344736321774]], ""type"": ""MultiPoint""}";48.822344736321774,2.372763643662198
SANISETTE;;6  BOULEVARD PASTEUR;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.311014246402828, 48.84473649708047]], ""type"": ""MultiPoint""}";48.84473649708047,2.311014246402828
SANISETTE;;face au 22 PLACE DUPLEIX;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.29512258025372, 48.85104533855425]], ""type"": ""MultiPoint""}";48.85104533855425,2.29512258025372
SANISETTE;;face au 5 PLACE DU COMMERCE;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.292182467856254, 48.845378213876145]], ""type"": ""MultiPoint""}";48.845378213876145,2.292182467856254
SANISETTE;;AVENUE PAUL DOUMER;75016;24 h / 24;Oui;;;"{""coordinates"": [[2.286382033570447, 48.862157963392185]], ""type"": ""MultiPoint""}";48.862157963392185,2.286382033570447
SANISETTE;;23  RUE LAMBERT;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3451542761026403, 48.889063914793674]], ""type"": ""MultiPoint""}";48.889063914793674,2.3451542761026403
SANISETTE;;face au 3 PLACE SAINT PIERRE;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.344662211897329, 48.88449210942008]], ""type"": ""MultiPoint""}";48.88449210942008,2.344662211897329
SANISETTE;;101  RUE ALEXANDRE DUMAS;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.400081520777228, 48.855403987768895]], ""type"": ""MultiPoint""}";48.855403987768895,2.400081520777228
SANISETTE;;face au 121 RUE DES PYRENEES;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.404517268525465, 48.85704901565088]], ""type"": ""MultiPoint""}";48.85704901565088,2.404517268525465
SANISETTE;;3  RUE SORBIER;75020;24 h / 24;Oui;;;"{""coordinates"": [[2.389888644388741, 48.8684257392606]], ""type"": ""MultiPoint""}";48.8684257392606,2.389888644388741
SANISETTE;;73  RUE REAUMUR;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.349571365122188, 48.86679354360574]], ""type"": ""MultiPoint""}";48.86679354360574,2.349571365122188
SANISETTE;;90  BOULEVARD DE SEBASTOPOL;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.352544366189737, 48.86601791753035]], ""type"": ""MultiPoint""}";48.86601791753035,2.352544366189737
SANISETTE;;2  RUE DES QUATRE FILS;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.360700687397763, 48.860059866028]], ""type"": ""MultiPoint""}";48.860059866028,2.360700687397763
SANISETTE;;4  RUE SALOMON DE CAUS;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.354020375521618, 48.8673644300438]], ""type"": ""MultiPoint""}";48.8673644300438,2.354020375521618
SANISETTE;;36  BOULEVARD DE SEBASTOPOL;;24 h / 24;Oui;;;"{""coordinates"": [[2.350030857031587, 48.861537352383735]], ""type"": ""MultiPoint""}";48.861537352383735,2.350030857031587
SANISETTE;;BOULEVARD MALESHERBES;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.323053984722453, 48.87072323445267]], ""type"": ""MultiPoint""}";48.87072323445267,2.323053984722453
SANISETTE;;2  AVENUE MARCEAU;;24 h / 24;Oui;;;"{""coordinates"": [[2.300183446079439, 48.86519333667549]], ""type"": ""MultiPoint""}";48.86519333667549,2.300183446079439
SANISETTE;;17  BOULEVARD DE ROCHECHOUART;;24 h / 24;Oui;;;"{""coordinates"": [[2.34743316865442, 48.883420611557554]], ""type"": ""MultiPoint""}";48.883420611557554,2.34743316865442
TOILETTES;;SQUARE MARIE CURIE;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-marie-curie-2496;"{""coordinates"": [[2.363377117758927, 48.84118348892286]], ""type"": ""MultiPoint""}";48.84118348892286,2.363377117758927
TOILETTES;;SQUARE RENE LE GALL;75013;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/square-rene-le-gall-1766;"{""coordinates"": [[2.348139168393053, 48.83133948649257]], ""type"": ""MultiPoint""}";48.83133948649257,2.348139168393053
TOILETTES;;JARDIN GEORGES DUHAMEL;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-georges-duhamel-2559;"{""coordinates"": [[2.377715670547634, 48.831979630954024]], ""type"": ""MultiPoint""}";48.831979630954024,2.377715670547634
TOILETTES;;JARDIN DURANTON;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-duranton-2534;"{""coordinates"": [[2.285555470390217, 48.84127765140588]], ""type"": ""MultiPoint""}";48.84127765140588,2.285555470390217
